Open,High,Low,Close,Volume,TradingDate
63354.0,66426.0,63354.0,65735.0,1612920,2020-06-12
65735.0,65888.0,62817.0,62970.0,1218540,2020-06-15
64506.0,64506.0,63277.0,64276.0,802980,2020-06-16
65274.0,65428.0,64352.0,64660.0,737830,2020-06-17
64506.0,66426.0,64429.0,65274.0,1809780,2020-06-18
65274.0,66042.0,65274.0,65581.0,723970,2020-06-19
65658.0,65735.0,65274.0,65658.0,1308600,2020-06-22
65658.0,66810.0,65504.0,66042.0,917230,2020-06-23
66042.0,66042.0,64583.0,65044.0,710160,2020-06-24
63508.0,64813.0,63508.0,64276.0,506650,2020-06-25
64583.0,65044.0,63738.0,63968.0,355930,2020-06-26
63968.0,63968.0,62279.0,62586.0,594140,2020-06-29
63354.0,63354.0,61434.0,61665.0,709990,2020-06-30
61665.0,63508.0,61434.0,63508.0,404440,2020-07-01
63892.0,63892.0,62202.0,63431.0,469040,2020-07-02
63354.0,63968.0,63124.0,63738.0,370340,2020-07-03
63738.0,64045.0,63277.0,63661.0,1218830,2020-07-06
64506.0,64660.0,63968.0,64045.0,1336830,2020-07-07
63892.0,64045.0,63585.0,63738.0,485190,2020-07-08
64429.0,64429.0,63968.0,64199.0,962170,2020-07-09
64045.0,64199.0,63047.0,63508.0,918560,2020-07-10
64045.0,64122.0,63277.0,63661.0,371630,2020-07-13
63661.0,63738.0,63124.0,63738.0,427110,2020-07-14
63892.0,64352.0,63892.0,64122.0,1198530,2020-07-15
64352.0,64429.0,63661.0,64122.0,1091190,2020-07-16
64199.0,64199.0,63585.0,63585.0,628000,2020-07-17
63354.0,63508.0,62740.0,63124.0,696830,2020-07-20
63354.0,63585.0,62740.0,63354.0,681740,2020-07-21
63354.0,63354.0,63124.0,63354.0,625320,2020-07-22
63354.0,63585.0,63047.0,63354.0,1350870,2020-07-23
63047.0,63201.0,60282.0,62202.0,1341540,2020-07-24
58363.0,61434.0,58363.0,59131.0,1274570,2020-07-27
59131.0,60513.0,58747.0,60282.0,910690,2020-07-28
58363.0,59898.0,57671.0,59514.0,833570,2020-07-29
59591.0,60282.0,59361.0,59438.0,937680,2020-07-30
58363.0,59438.0,58363.0,58670.0,672940,2020-07-31
58363.0,60513.0,58363.0,60513.0,422820,2020-08-03
61434.0,62893.0,60974.0,62893.0,616840,2020-08-04
62893.0,63738.0,61741.0,63508.0,778840,2020-08-05
63508.0,63815.0,62893.0,63585.0,802350,2020-08-06
63738.0,63738.0,63277.0,63661.0,518660,2020-08-07
63738.0,63892.0,62893.0,62893.0,576570,2020-08-10
63354.0,63431.0,62817.0,63047.0,312920,2020-08-11
63047.0,63201.0,62893.0,63047.0,310430,2020-08-12
63738.0,63738.0,62970.0,63738.0,385320,2020-08-13
63738.0,63815.0,62893.0,62970.0,820270,2020-08-14
62970.0,63661.0,62740.0,63201.0,389480,2020-08-17
63201.0,63431.0,62740.0,63201.0,331690,2020-08-18
63201.0,63738.0,62970.0,63738.0,586790,2020-08-19
63738.0,64890.0,63738.0,63738.0,1093620,2020-08-20
63738.0,63892.0,63431.0,63661.0,1281740,2020-08-21
63738.0,64967.0,63738.0,64429.0,1530010,2020-08-24
64429.0,65197.0,64429.0,64429.0,1748400,2020-08-25
64429.0,64429.0,64045.0,64122.0,1585740,2020-08-26
64122.0,64429.0,63892.0,64122.0,1003280,2020-08-27
64199.0,64429.0,63968.0,64045.0,1645430,2020-08-28
64506.0,64890.0,63585.0,63738.0,971310,2020-08-31
63738.0,63968.0,63661.0,63738.0,1625600,2020-09-01
64276.0,66426.0,64276.0,66195.0,2503810,2020-09-03
65274.0,66119.0,65120.0,65197.0,2425360,2020-09-04
65197.0,65351.0,64199.0,64199.0,1181750,2020-09-07
64199.0,64429.0,63201.0,63354.0,1985560,2020-09-08
62970.0,63892.0,62586.0,63124.0,1472680,2020-09-09
63738.0,63968.0,63047.0,63047.0,689700,2020-09-10
63047.0,63431.0,62817.0,63201.0,665690,2020-09-11
63585.0,63815.0,63508.0,63738.0,594680,2020-09-14
63738.0,64122.0,63354.0,63354.0,998970,2020-09-15
63431.0,63815.0,62970.0,63661.0,628030,2020-09-16
63354.0,63738.0,62970.0,63354.0,1043250,2020-09-17
63277.0,63738.0,63277.0,63661.0,1188400,2020-09-18
63815.0,64199.0,63738.0,63738.0,1671360,2020-09-21
63738.0,64813.0,63585.0,64506.0,1746960,2020-09-22
64660.0,65658.0,64660.0,65581.0,1395190,2020-09-23
64583.0,66195.0,64583.0,66119.0,1628730,2020-09-24
66119.0,66195.0,65658.0,66042.0,1107270,2020-09-25
65888.0,66195.0,65581.0,66042.0,1254760,2020-09-28
66042.0,66119.0,64352.0,64967.0,1609090,2020-09-29
65274.0,65274.0,64352.0,64583.0,584450,2020-09-30
65351.0,65351.0,64660.0,65120.0,367030,2020-10-01
65120.0,65274.0,61434.0,64506.0,890840,2020-10-02
64890.0,65274.0,64045.0,64122.0,811740,2020-10-05
64352.0,64813.0,63892.0,64429.0,1105060,2020-10-06
64199.0,65428.0,63815.0,65274.0,988270,2020-10-07
65658.0,65658.0,64352.0,65120.0,549140,2020-10-08
64890.0,65274.0,64890.0,65120.0,366200,2020-10-09
66042.0,66810.0,65120.0,65965.0,1574610,2020-10-12
66042.0,66733.0,65658.0,66426.0,814530,2020-10-13
66656.0,68346.0,66579.0,67731.0,1206380,2020-10-14
67731.0,68039.0,66656.0,68039.0,1424740,2020-10-15
67962.0,68039.0,67194.0,67731.0,668850,2020-10-16
67578.0,67808.0,67194.0,67194.0,1052250,2020-10-19
66810.0,67424.0,66733.0,67347.0,1075780,2020-10-20
67424.0,68039.0,65965.0,66195.0,1452050,2020-10-21
66119.0,66503.0,65351.0,66503.0,1320610,2020-10-22
66733.0,67194.0,66579.0,67194.0,657830,2020-10-23
67194.0,67424.0,66042.0,66042.0,911390,2020-10-26
66042.0,67040.0,65658.0,66042.0,1169320,2020-10-27
66042.0,66426.0,64122.0,64660.0,866330,2020-10-28
64813.0,65120.0,64122.0,64199.0,764720,2020-10-29
64276.0,64813.0,63585.0,63738.0,1090610,2020-10-30
63738.0,65888.0,63738.0,65888.0,366300,2020-11-02
65888.0,65965.0,65044.0,65274.0,308550,2020-11-03
65274.0,65658.0,64736.0,65274.0,394660,2020-11-04
65658.0,65658.0,65120.0,65274.0,507960,2020-11-05
65351.0,65351.0,64506.0,65274.0,323160,2020-11-06
65274.0,65888.0,65120.0,65658.0,1007000,2020-11-09
66119.0,67040.0,65351.0,65351.0,1511520,2020-11-10
65658.0,66503.0,65197.0,65197.0,1032520,2020-11-11
65812.0,66426.0,65735.0,66349.0,405350,2020-11-12
66503.0,66733.0,66195.0,66733.0,417840,2020-11-13
66963.0,67424.0,65274.0,65888.0,1250340,2020-11-16
65888.0,67271.0,65658.0,67271.0,548250,2020-11-17
67271.0,67347.0,66810.0,67271.0,906810,2020-11-18
67347.0,69267.0,67117.0,69267.0,2584440,2020-11-19
69882.0,71033.0,69190.0,71033.0,1231960,2020-11-20
70726.0,70957.0,69882.0,70342.0,648830,2020-11-23
70649.0,70957.0,69728.0,70957.0,996580,2020-11-24
71033.0,72339.0,70880.0,71801.0,1088020,2020-11-25
71801.0,72185.0,71110.0,72185.0,698350,2020-11-26
72185.0,72569.0,71571.0,72569.0,1210580,2020-11-27
71955.0,72185.0,70266.0,71417.0,1448340,2020-11-30
69651.0,71571.0,69651.0,70649.0,1162270,2020-12-01
70649.0,71801.0,70266.0,71801.0,746710,2020-12-02
71801.0,72109.0,70957.0,71801.0,736760,2020-12-03
71571.0,71801.0,69958.0,69958.0,860900,2020-12-04
70189.0,71648.0,70189.0,71494.0,945460,2020-12-07
71417.0,72109.0,70266.0,71494.0,702820,2020-12-08
71878.0,74105.0,71571.0,74105.0,1198160,2020-12-09
74105.0,75027.0,74028.0,74643.0,1299820,2020-12-10
74643.0,74719.0,73644.0,74643.0,776190,2020-12-11
74643.0,76716.0,73644.0,76716.0,931080,2020-12-14
76025.0,76639.0,74105.0,75103.0,1433260,2020-12-15
75257.0,76716.0,75103.0,76716.0,740700,2020-12-16
75718.0,75718.0,72953.0,73721.0,2305960,2020-12-17
73721.0,75948.0,73721.0,75948.0,1053200,2020-12-18
76568.0,76646.0,75330.0,76568.0,697030,2020-12-21
75872.0,75949.0,75485.0,75794.0,748840,2020-12-22
75485.0,76259.0,75020.0,75485.0,666390,2020-12-23
75794.0,75794.0,74323.0,75330.0,815730,2020-12-24
75097.0,75562.0,74865.0,75562.0,314960,2020-12-25
75872.0,76026.0,75330.0,75872.0,836090,2020-12-28
75872.0,77265.0,75717.0,76801.0,696510,2020-12-29
76801.0,77110.0,75485.0,75794.0,509510,2020-12-30
75794.0,76646.0,75097.0,75794.0,367140,2020-12-31
75872.0,77265.0,75330.0,76646.0,855900,2021-01-04
76646.0,77885.0,76646.0,76878.0,739200,2021-01-05
77033.0,82220.0,76878.0,81291.0,2080400,2021-01-06
80517.0,84001.0,80517.0,82839.0,889000,2021-01-07
83614.0,83614.0,80904.0,81136.0,963900,2021-01-08
80981.0,81833.0,80594.0,80904.0,847400,2021-01-11
81756.0,81756.0,80672.0,81756.0,634900,2021-01-12
81756.0,82143.0,80517.0,81136.0,1064200,2021-01-13
81291.0,81446.0,79975.0,80439.0,832200,2021-01-14
81214.0,81214.0,79356.0,79897.0,1099800,2021-01-15
80130.0,81291.0,79743.0,79975.0,1060400,2021-01-18
79820.0,79975.0,74401.0,76646.0,1130300,2021-01-19
76646.0,81988.0,75872.0,76723.0,2093000,2021-01-20
76723.0,79743.0,75872.0,79743.0,1283700,2021-01-21
79743.0,80517.0,78968.0,79743.0,1268500,2021-01-22
78272.0,79743.0,78272.0,79356.0,725900,2021-01-25
79356.0,79356.0,76646.0,78117.0,970500,2021-01-26
76723.0,77420.0,72697.0,75407.0,1566800,2021-01-27
71226.0,72233.0,70143.0,70143.0,1205500,2021-01-28
66194.0,75020.0,66194.0,72001.0,1359000,2021-01-29
74323.0,74323.0,70452.0,70530.0,1309600,2021-02-01
71226.0,74865.0,71226.0,74710.0,1064500,2021-02-02
75485.0,76646.0,74788.0,76568.0,1454600,2021-02-03
76568.0,76646.0,72697.0,76568.0,967300,2021-02-04
76568.0,77420.0,75794.0,77420.0,897400,2021-02-05
76568.0,77265.0,72078.0,72852.0,2902200,2021-02-08
73936.0,75407.0,72078.0,75252.0,2978900,2021-02-09
75485.0,77420.0,75485.0,77420.0,1054100,2021-02-17
76646.0,78968.0,75872.0,78968.0,1688900,2021-02-18
76801.0,78736.0,76723.0,78426.0,1851200,2021-02-19
78194.0,78968.0,77652.0,77885.0,1388700,2021-02-22
77420.0,78194.0,76801.0,77420.0,1441400,2021-02-23
77807.0,78194.0,74710.0,75949.0,1265300,2021-02-24
76646.0,77033.0,75562.0,76026.0,896100,2021-02-25
75330.0,76646.0,75097.0,76026.0,1070700,2021-02-26
76026.0,76878.0,76026.0,76801.0,911200,2021-03-01
77420.0,78814.0,75872.0,76878.0,1189600,2021-03-02
76104.0,76955.0,76026.0,76181.0,915600,2021-03-03
76336.0,77033.0,72078.0,75330.0,1118100,2021-03-04
75175.0,75252.0,73549.0,74633.0,1661600,2021-03-05
75097.0,75097.0,73549.0,73704.0,1501800,2021-03-08
73549.0,73549.0,72078.0,73549.0,1344300,2021-03-09
73549.0,74168.0,72775.0,73936.0,1063900,2021-03-10
74168.0,74943.0,74168.0,74555.0,1009800,2021-03-11
74555.0,74710.0,73162.0,74168.0,1259800,2021-03-12
74323.0,75097.0,73936.0,74555.0,1438400,2021-03-15
74323.0,74323.0,73626.0,74091.0,655800,2021-03-16
73936.0,74168.0,73549.0,74014.0,1239400,2021-03-17
74478.0,75485.0,73936.0,75485.0,1609100,2021-03-18
